i,start,fold,time
5194,148522452,3.0,10.123395919799805
5195,148547452,3.0,10.115999221801758
5196,148572452,3.0,10.109599113464355
5197,148597452,3.0,10.103199005126953
5198,148622452,3.0,10.096797943115234
5199,148772452,3.0,10.057499885559082
5200,148797452,3.0,10.05109977722168
5201,148822452,3.0,10.044698715209961
5202,148847452,3.0,10.038298606872559
5203,148872452,3.0,10.03189754486084
5204,148897452,3.0,10.025497436523438
5205,148922452,3.0,10.019197463989258
5206,148947452,3.0,10.012796401977539
5207,148972452,3.0,10.006396293640137
5208,148997452,3.0,9.999995231628418
5209,149022452,3.0,9.992599487304688
5210,149047452,3.0,9.986199378967285
5211,149072452,3.0,9.979798316955566
5212,149097452,3.0,9.973398208618164
5213,149122452,3.0,9.966998100280762
5214,149147452,3.0,9.960597038269043
5215,149172452,3.0,9.954297065734863
5216,149197452,3.0,9.947896003723145
5217,149222452,3.0,9.941495895385742
5218,149247452,3.0,9.93509578704834
5219,149272452,3.0,9.927699089050293
5220,149297452,3.0,9.92129898071289
5221,149322452,3.0,9.914898872375488
5222,149347452,3.0,9.90849781036377
5223,149372452,3.0,9.902097702026367
5224,149397452,3.0,9.895697593688965
5225,149422452,3.0,9.889296531677246
5226,149447452,3.0,9.882996559143066
5227,149472452,3.0,9.876595497131348
5228,149497452,3.0,9.869099617004395
5229,149522452,3.0,9.862699508666992
5230,149547452,3.0,9.856398582458496
5231,149572452,3.0,9.849998474121094
5232,149597452,3.0,9.843598365783691
5233,149622452,3.0,9.837197303771973
5234,149772452,0.0,9.797799110412598
5235,149797452,0.0,9.791499137878418
5236,149822452,0.0,9.7850980758667
5237,149847452,0.0,9.778697967529297
5238,149872452,0.0,9.772296905517578
5239,149897452,0.0,9.765896797180176
5240,149922452,0.0,9.759496688842773
5241,149947452,0.0,9.753195762634277
5242,149972452,0.0,9.746795654296875
5243,149997452,0.0,9.739299774169922
5244,150022452,0.0,9.732898712158203
5245,150047452,0.0,9.726598739624023
5246,150072452,0.0,9.720197677612305
5247,150097452,0.0,9.713797569274902
5248,150122452,0.0,9.7073974609375
5249,150147452,0.0,9.700996398925781
5250,150172452,0.0,9.694596290588379
5251,150197452,0.0,9.688295364379883
5252,150222452,0.0,9.68079948425293
5253,150247452,0.0,9.674399375915527
5254,150272452,0.0,9.667999267578125
5255,150297452,0.0,9.661698341369629
5256,150322452,0.0,9.655298233032227
5257,150347452,0.0,9.648897171020508
5258,150372452,0.0,9.642497062683105
5259,150397452,0.0,9.636096954345703
5260,150422452,0.0,9.629695892333984
5261,150447452,0.0,9.623395919799805
5262,150472452,0.0,9.615900039672852
5263,150497452,0.0,9.609498977661133
5264,150522452,0.0,9.60309886932373
5265,150547452,0.0,9.596797943115234
5266,150572452,0.0,9.590397834777832
5267,150597452,0.0,9.58399772644043
5268,150622452,0.0,9.577596664428711
5269,150772452,0.0,9.538198471069336
5270,150797452,0.0,9.531798362731934
5271,150822452,0.0,9.525497436523438
5272,150847452,0.0,9.519097328186035
5273,150872452,0.0,9.512696266174316
5274,150897452,0.0,9.506296157836914
5275,150922452,0.0,9.499896049499512
5276,150947452,0.0,9.492500305175781
5277,150972452,0.0,9.486099243164062
5278,150997452,0.0,9.47969913482666
5279,151022452,0.0,9.473298072814941
5280,151047452,0.0,9.466897964477539
5281,151072452,0.0,9.460597038269043
5282,151097452,0.0,9.45419692993164
5283,151122452,0.0,9.447796821594238
5284,151147452,0.0,9.44139575958252
5285,151172452,0.0,9.434995651245117
5286,151197452,0.0,9.427599906921387
5287,151222452,0.0,9.421198844909668
5288,151247452,0.0,9.414798736572266
5289,151272452,0.0,9.408398628234863
5290,151297452,0.0,9.401997566223145
5291,151322452,0.0,9.395697593688965
5292,151347452,0.0,9.389296531677246
5293,151372452,0.0,9.382896423339844
5294,151397452,0.0,9.376496315002441
5295,151422452,0.0,9.369099617004395
5296,151447452,0.0,9.362699508666992
5297,151472452,0.0,9.35629940032959
5298,151497452,0.0,9.349898338317871
5299,151522452,0.0,9.343498229980469
5300,151547452,0.0,9.337098121643066
5301,151572452,0.0,9.33079719543457
5302,151597452,0.0,9.324397087097168
5303,151622452,0.0,9.31799602508545
5304,151772452,4.0,9.278597831726074
5305,151797452,4.0,9.272197723388672
5306,151822452,4.0,9.265796661376953
5307,151847452,4.0,9.259496688842773
5308,151872452,4.0,9.253096580505371
5309,151897452,4.0,9.246695518493652
5310,151922452,4.0,9.2391996383667
5311,151947452,4.0,9.23289966583252
5312,151972452,4.0,9.2264986038208
5313,151997452,4.0,9.220098495483398
5314,152022452,4.0,9.21369743347168
5315,152047452,4.0,9.207297325134277
5316,152072452,4.0,9.200897216796875
5317,152097452,4.0,9.194596290588379
5318,152122452,4.0,9.188196182250977
5319,152147452,4.0,9.180700302124023
5320,152172452,4.0,9.174299240112305
5321,152197452,4.0,9.167999267578125
5322,152222452,4.0,9.161598205566406
5323,152247452,4.0,9.155198097229004
5324,152272452,4.0,9.148797988891602
5325,152297452,4.0,9.142396926879883
5326,152322452,4.0,9.13599681854248
5327,152347452,4.0,9.129695892333984
5328,152372452,4.0,9.123295783996582
5329,152397452,4.0,9.115799903869629
5330,152422452,4.0,9.109399795532227
5331,152447452,4.0,9.10309886932373
5332,152472452,4.0,9.096698760986328
5333,152497452,4.0,9.09029769897461
5334,152522452,4.0,9.083897590637207
5335,152547452,4.0,9.077497482299805
5336,152572452,4.0,9.071096420288086
5337,152597452,4.0,9.064796447753906
5338,152622452,4.0,9.058395385742188
5339,152772452,2.0,9.018997192382812
5340,152797452,2.0,9.01259708404541
5341,152822452,2.0,9.006196022033691
5342,152847452,2.0,8.999896049499512
5343,152872452,2.0,8.992400169372559
5344,152897452,2.0,8.98599910736084
5345,152922452,2.0,8.979598999023438
5346,152947452,2.0,8.973299026489258
5347,152972452,2.0,8.966897964477539
5348,152997452,2.0,8.960497856140137
5349,153022452,2.0,8.954096794128418
5350,153047452,2.0,8.947696685791016
5351,153072452,2.0,8.941296577453613
5352,153097452,2.0,8.934895515441895
5353,153122452,2.0,8.927499771118164
5354,153147452,2.0,8.921099662780762
5355,153172452,2.0,8.914698600769043
5356,153197452,2.0,8.90829849243164
5357,153222452,2.0,8.901997566223145
5358,153247452,2.0,8.895597457885742
5359,153272452,2.0,8.88919734954834
5360,153297452,2.0,8.882796287536621
5361,153322452,2.0,8.876396179199219
5362,153347452,2.0,8.869996070861816
5363,153372452,2.0,8.86259937286377
5364,153397452,2.0,8.856199264526367
5365,153422452,2.0,8.849799156188965
5366,153447452,2.0,8.843398094177246
5367,153472452,2.0,8.837098121643066
5368,153497452,2.0,8.830697059631348
5369,153522452,2.0,8.824296951293945
5370,153547452,2.0,8.817896842956543
5371,153572452,2.0,8.811495780944824
5372,153597452,2.0,8.804100036621094
5373,153622452,2.0,8.797699928283691
5374,153772452,3.0,8.75939655303955
5375,153797452,3.0,8.752996444702148
5376,153822452,3.0,8.74659538269043
5377,153847452,3.0,8.7391996383667
5378,153872452,3.0,8.732799530029297
5379,153897452,3.0,8.726398468017578
5380,153922452,3.0,8.719998359680176
5381,153947452,3.0,8.713598251342773
5382,153972452,3.0,8.707297325134277
5383,153997452,3.0,8.700897216796875
5384,154022452,3.0,8.694496154785156
5385,154047452,3.0,8.688096046447754
5386,154072452,3.0,8.681695938110352
5387,154097452,3.0,8.674299240112305
5388,154122452,3.0,8.667899131774902
5389,154147452,3.0,8.6614990234375
5390,154172452,3.0,8.655097961425781
5391,154197452,3.0,8.648697853088379
5392,154222452,3.0,8.642297744750977
5393,154247452,3.0,8.63599681854248
5394,154272452,3.0,8.629596710205078
5395,154297452,3.0,8.62319564819336
5396,154322452,3.0,8.615699768066406
5397,154347452,3.0,8.609399795532227
5398,154372452,3.0,8.602998733520508
5399,154397452,3.0,8.596598625183105
5400,154422452,3.0,8.590198516845703
5401,154447452,3.0,8.583797454833984
5402,154472452,3.0,8.577397346496582
5403,154497452,3.0,8.571096420288086
5404,154522452,3.0,8.564696311950684
5405,154547452,3.0,8.558296203613281
5406,154572452,3.0,8.550799369812012
5407,154597452,3.0,8.544499397277832
5408,154622452,3.0,8.53809928894043
5409,154772452,4.0,8.499795913696289
5410,154797452,4.0,8.493395805358887
5411,154822452,4.0,8.485899925231934
5412,154847452,4.0,8.479598999023438
5413,154872452,4.0,8.473198890686035
5414,154897452,4.0,8.466797828674316
5415,154922452,4.0,8.460397720336914
5416,154947452,4.0,8.453997611999512
5417,154972452,4.0,8.447596549987793
5418,154997452,4.0,8.441296577453613
5419,155022452,4.0,8.434895515441895
5420,155047452,4.0,8.427399635314941
5421,155072452,4.0,8.420999526977539
5422,155097452,4.0,8.414698600769043
5423,155122452,4.0,8.40829849243164
5424,155147452,4.0,8.401898384094238
5425,155172452,4.0,8.39549732208252
5426,155197452,4.0,8.389097213745117
5427,155222452,4.0,8.382697105407715
5428,155247452,4.0,8.376396179199219
5429,155272452,4.0,8.369996070861816
5430,155297452,4.0,8.362500190734863
5431,155322452,4.0,8.356099128723145
5432,155347452,4.0,8.349799156188965
5433,155372452,4.0,8.343398094177246
5434,155397452,4.0,8.336997985839844
5435,155422452,4.0,8.330597877502441
5436,155447452,4.0,8.324196815490723
5437,155472452,4.0,8.31779670715332
5438,155497452,4.0,8.311395645141602
5439,155522452,4.0,8.305095672607422
5440,155547452,4.0,8.297599792480469
5441,155572452,4.0,8.29119873046875
5442,155597452,4.0,8.284798622131348
5443,155622452,4.0,8.278498649597168
5444,155772452,2.0,8.239099502563477
5445,155797452,2.0,8.232699394226074
5446,155822452,2.0,8.226299285888672
5447,155847452,2.0,8.219898223876953
5448,155872452,2.0,8.213598251342773
5449,155897452,2.0,8.207197189331055
5450,155922452,2.0,8.200797080993652
5451,155947452,2.0,8.19439697265625
5452,155972452,2.0,8.187995910644531
5453,155997452,2.0,8.181595802307129
5454,156022452,2.0,8.174200057983398
5455,156047452,2.0,8.16779899597168
5456,156072452,2.0,8.161398887634277
5457,156097452,2.0,8.154998779296875
5458,156122452,2.0,8.148697853088379
5459,156147452,2.0,8.142297744750977
5460,156172452,2.0,8.135896682739258
5461,156197452,2.0,8.129496574401855
5462,156222452,2.0,8.123096466064453
5463,156247452,2.0,8.116695404052734
5464,156272452,2.0,8.109299659729004
5465,156297452,2.0,8.102899551391602
5466,156322452,2.0,8.096498489379883
5467,156347452,2.0,8.09009838104248
5468,156372452,2.0,8.083797454833984
5469,156397452,2.0,8.077397346496582
5470,156422452,2.0,8.07099723815918
5471,156447452,2.0,8.064596176147461
5472,156472452,2.0,8.058196067810059
5473,156497452,2.0,8.050800323486328
5474,156522452,2.0,8.04439926147461
5475,156547452,2.0,8.037999153137207
5476,156572452,2.0,8.031598091125488
5477,156597452,2.0,8.025197982788086
5478,156622452,2.0,8.018797874450684
5479,156772452,0.0,7.979499340057373
5480,156797452,0.0,7.9730987548828125
5481,156822452,0.0,7.966698169708252
5482,156847452,0.0,7.96029806137085
5483,156872452,0.0,7.953897476196289
5484,156897452,0.0,7.947597026824951
5485,156922452,0.0,7.941196441650391
5486,156947452,0.0,7.93479585647583
5487,156972452,0.0,7.928395748138428
5488,156997452,0.0,7.920999526977539
5489,157022452,0.0,7.9145989418029785
5490,157047452,0.0,7.908198833465576
5491,157072452,0.0,7.901798248291016
5492,157097452,0.0,7.895397663116455
5493,157122452,0.0,7.8889970779418945
5494,157147452,0.0,7.882696628570557
5495,157172452,0.0,7.876296520233154
5496,157197452,0.0,7.869895935058594
5497,157222452,0.0,7.862400054931641
5498,157247452,0.0,7.856099605560303
5499,157272452,0.0,7.849699020385742
5500,157297452,0.0,7.843298435211182
5501,157322452,0.0,7.836897850036621
5502,157347452,0.0,7.830497741699219
5503,157372452,0.0,7.824097156524658
5504,157397452,0.0,7.81779670715332
5505,157422452,0.0,7.81139612197876
5506,157447452,0.0,7.804995536804199
5507,157472452,0.0,7.797499656677246
5508,157497452,0.0,7.791199207305908
5509,157522452,0.0,7.784798622131348
5510,157547452,0.0,7.778398513793945
5511,157572452,0.0,7.771997928619385
5512,157597452,0.0,7.765597343444824
5513,157622452,0.0,7.759196758270264
5514,157772452,0.0,7.719898700714111
5515,157797452,0.0,7.713498115539551
5516,157822452,0.0,7.70709753036499
5517,157847452,0.0,7.700697422027588
5518,157872452,0.0,7.694296836853027
5519,157897452,0.0,7.687896251678467
5520,157922452,0.0,7.681595802307129
5521,157947452,0.0,7.674099922180176
5522,157972452,0.0,7.667699337005615
5523,157997452,0.0,7.661298751831055
5524,158022452,0.0,7.654998302459717
5525,158047452,0.0,7.6485981941223145
5526,158072452,0.0,7.642197608947754
5527,158097452,0.0,7.635797023773193
5528,158122452,0.0,7.629396438598633
5529,158147452,0.0,7.6229963302612305
5530,158172452,0.0,7.616695880889893
5531,158197452,0.0,7.609199523925781
5532,158222452,0.0,7.602799415588379
5533,158247452,0.0,7.596398830413818
5534,158272452,0.0,7.5900983810424805
5535,158297452,0.0,7.58369779586792
5536,158322452,0.0,7.577297210693359
5537,158347452,0.0,7.570897102355957
5538,158372452,0.0,7.5644965171813965
5539,158397452,0.0,7.558095932006836
5540,158422452,0.0,7.551795482635498
5541,158447452,0.0,7.544299602508545
5542,158472452,0.0,7.537899017333984
5543,158497452,0.0,7.531498432159424
5544,158522452,0.0,7.525197982788086
5545,158547452,0.0,7.518797874450684
5546,158572452,0.0,7.512397289276123
5547,158597452,0.0,7.5059967041015625
5548,158622452,0.0,7.499596118927002
5549,158772452,2.0,7.46029806137085
5550,158797452,2.0,7.453897476196289
5551,158822452,2.0,7.4474968910217285
5552,158847452,2.0,7.441096782684326
5553,158872452,2.0,7.434696197509766
5554,158897452,2.0,7.428295612335205
5555,158922452,2.0,7.420899868011475
5556,158947452,2.0,7.414499282836914
5557,158972452,2.0,7.4080986976623535
5558,158997452,2.0,7.401698112487793
5559,159022452,2.0,7.395298004150391
5560,159047452,2.0,7.388997554779053
5561,159072452,2.0,7.382596969604492
5562,159097452,2.0,7.376196384429932
5563,159122452,2.0,7.369795799255371
5564,159147452,2.0,7.363395690917969
5565,159172452,2.0,7.35599946975708
5566,159197452,2.0,7.3495988845825195
5567,159222452,2.0,7.343198776245117
5568,159247452,2.0,7.336798191070557
5569,159272452,2.0,7.330397605895996
5570,159297452,2.0,7.324097156524658
5571,159322452,2.0,7.317696571350098
5572,159347452,2.0,7.311296463012695
5573,159372452,2.0,7.304895877838135
5574,159397452,2.0,7.297499656677246
5575,159422452,2.0,7.291099548339844
5576,159447452,2.0,7.284698963165283
5577,159472452,2.0,7.278298377990723
5578,159497452,2.0,7.271897792816162
5579,159522452,2.0,7.26549768447876
5580,159547452,2.0,7.259197235107422
5581,159572452,2.0,7.252796649932861
5582,159597452,2.0,7.246396064758301
5583,159622452,2.0,7.23999547958374
5584,159772452,3.0,7.200597286224365
5585,159797452,3.0,7.194296836853027
5586,159822452,3.0,7.187896251678467
5587,159847452,3.0,7.1814961433410645
5588,159872452,3.0,7.175095558166504
5589,159897452,3.0,7.167699813842773
5590,159922452,3.0,7.161299228668213
5591,159947452,3.0,7.154898643493652
5592,159972452,3.0,7.148498058319092
5593,159997452,3.0,7.1420979499816895
5594,160022452,3.0,7.135697364807129
5595,160047452,3.0,7.129396915435791
5596,160072452,3.0,7.1229963302612305
5597,160097452,3.0,7.11659574508667
5598,160122452,3.0,7.109099864959717
5599,160147452,3.0,7.102799415588379
5600,160172452,3.0,7.096398830413818
5601,160197452,3.0,7.089998722076416
5602,160222452,3.0,7.0835981369018555
5603,160247452,3.0,7.077197551727295
5604,160272452,3.0,7.070796966552734
5605,160297452,3.0,7.064396858215332
5606,160322452,3.0,7.058095932006836
5607,160347452,3.0,7.051695823669434
5608,160372452,3.0,7.0441999435424805
5609,160397452,3.0,7.03779935836792
5610,160422452,3.0,7.031498908996582
5611,160447452,3.0,7.0250983238220215
5612,160472452,3.0,7.018697738647461
5613,160497452,3.0,7.012297630310059
5614,160522452,3.0,7.005897045135498
5615,160547452,3.0,6.9994964599609375
5616,160572452,3.0,6.9931960105896
5617,160597452,3.0,6.986795425415039
5618,160622452,3.0,6.979299545288086
5619,160772452,4.0,6.9409966468811035
5620,160797452,4.0,6.934596538543701
5621,160822452,4.0,6.928295612335205
5622,160847452,4.0,6.920799732208252
5623,160872452,4.0,6.91439962387085
5624,160897452,4.0,6.907999038696289
5625,160922452,4.0,6.901698589324951
5626,160947452,4.0,6.895298004150391
5627,160972452,4.0,6.88889741897583
5628,160997452,4.0,6.882497310638428
5629,161022452,4.0,6.876096725463867
5630,161047452,4.0,6.869696140289307
5631,161072452,4.0,6.863395690917969
5632,161097452,4.0,6.855899810791016
5633,161122452,4.0,6.849499225616455
5634,161147452,4.0,6.8430986404418945
5635,161172452,4.0,6.836798191070557
5636,161197452,4.0,6.830398082733154
5637,161222452,4.0,6.823997497558594
5638,161247452,4.0,6.817596912384033
5639,161272452,4.0,6.811196327209473
5640,161297452,4.0,6.80479621887207
5641,161322452,4.0,6.79839563369751
5642,161347452,4.0,6.790999412536621
5643,161372452,4.0,6.784599304199219
5644,161397452,4.0,6.778198719024658
5645,161422452,4.0,6.771798133850098
5646,161447452,4.0,6.76549768447876
5647,161472452,4.0,6.759097099304199
5648,161497452,4.0,6.752696990966797
5649,161522452,4.0,6.746296405792236
5650,161547452,4.0,6.739895820617676
5651,161572452,4.0,6.732500076293945
5652,161597452,4.0,6.726099491119385
5653,161622452,4.0,6.719698905944824
5654,161772452,4.0,6.681396007537842
5655,161797452,4.0,6.6749958992004395
5656,161822452,4.0,6.667599678039551
5657,161847452,4.0,6.66119909286499
5658,161872452,4.0,6.654798984527588
5659,161897452,4.0,6.648398399353027
5660,161922452,4.0,6.641997814178467
5661,161947452,4.0,6.635697364807129
5662,161972452,4.0,6.629296779632568
5663,161997452,4.0,6.622896671295166
5664,162022452,4.0,6.6164960861206055
5665,162047452,4.0,6.610095500946045
5666,162072452,4.0,6.6026997566223145
5667,162097452,4.0,6.596299171447754
5668,162122452,4.0,6.589898586273193
5669,162147452,4.0,6.583498001098633
5670,162172452,4.0,6.5770978927612305
5671,162197452,4.0,6.570797443389893
5672,162222452,4.0,6.564396858215332
5673,162247452,4.0,6.5579962730407715
5674,162272452,4.0,6.551595687866211
5675,162297452,4.0,6.5441999435424805
5676,162322452,4.0,6.53779935836792
5677,162347452,4.0,6.531398773193359
5678,162372452,4.0,6.524998664855957
5679,162397452,4.0,6.5185980796813965
5680,162422452,4.0,6.512197494506836
5681,162447452,4.0,6.505897045135498
5682,162472452,4.0,6.4994964599609375
5683,162497452,4.0,6.493096351623535
5684,162522452,4.0,6.486695766448975
5685,162547452,4.0,6.479299545288086
5686,162572452,4.0,6.472899436950684
5687,162597452,4.0,6.466498851776123
5688,162622452,4.0,6.4600982666015625
5689,162772452,3.0,6.42179536819458
5690,162797452,3.0,6.414299488067627
5691,162822452,3.0,6.407999038696289
5692,162847452,3.0,6.4015984535217285
5693,162872452,3.0,6.395198345184326
5694,162897452,3.0,6.388797760009766
5695,162922452,3.0,6.382397174835205
5696,162947452,3.0,6.3759965896606445
5697,162972452,3.0,6.369696140289307
5698,162997452,3.0,6.363296031951904
5699,163022452,3.0,6.355799674987793
5700,163047452,3.0,6.349399566650391
5701,163072452,3.0,6.343099117279053
5702,163097452,3.0,6.336698532104492
5703,163122452,3.0,6.330297946929932
5704,163147452,3.0,6.323897361755371
5705,163172452,3.0,6.317497253417969
5706,163197452,3.0,6.311096668243408
5707,163222452,3.0,6.30479621887207
5708,163247452,3.0,6.29839563369751
5709,163272452,3.0,6.290899753570557
5710,163297452,3.0,6.284499168395996
5711,163322452,3.0,6.278198719024658
5712,163347452,3.0,6.271798133850098
5713,163372452,3.0,6.265398025512695
5714,163397452,3.0,6.258997440338135
5715,163422452,3.0,6.252596855163574
5716,163447452,3.0,6.246196269989014
5717,163472452,3.0,6.239895820617676
5718,163497452,3.0,6.233495712280273
5719,163522452,3.0,6.225999355316162
5720,163547452,3.0,6.21959924697876
5721,163572452,3.0,6.213298797607422
5722,163597452,3.0,6.206898212432861
5723,163622452,3.0,6.200497627258301
5724,163772452,3.0,6.161099433898926
5725,163797452,3.0,6.154698848724365
5726,163822452,3.0,6.148298263549805
5727,163847452,3.0,6.141997814178467
5728,163872452,3.0,6.1355977058410645
5729,163897452,3.0,6.129197120666504
5730,163922452,3.0,6.122796535491943
5731,163947452,3.0,6.116395950317383
5732,163972452,3.0,6.1099958419799805
5733,163997452,3.0,6.102599620819092
5734,164022452,3.0,6.096199035644531
5735,164047452,3.0,6.089798927307129
5736,164072452,3.0,6.083398342132568
5737,164097452,3.0,6.0770978927612305
5738,164122452,3.0,6.07069730758667
5739,164147452,3.0,6.064296722412109
5740,164172452,3.0,6.057896614074707
5741,164197452,3.0,6.0514960289001465
5742,164222452,3.0,6.044099807739258
5743,164247452,3.0,6.0376996994018555
5744,164272452,3.0,6.031299114227295
5745,164297452,3.0,6.024898529052734
5746,164322452,3.0,6.018497943878174
5747,164347452,3.0,6.012197494506836
5748,164372452,3.0,6.005797386169434
5749,164397452,3.0,5.999396800994873
5750,164422452,3.0,5.9929962158203125
5751,164447452,3.0,5.986595630645752
5752,164472452,3.0,5.9791998863220215
5753,164497452,3.0,5.972799301147461
5754,164522452,3.0,5.9663987159729
5755,164547452,3.0,5.959998607635498
5756,164572452,3.0,5.9535980224609375
5757,164597452,3.0,5.9472975730896
5758,164622452,3.0,5.940896987915039
5759,164772452,4.0,5.901498794555664
5760,164797452,4.0,5.8950982093811035
5761,164822452,4.0,5.888697624206543
5762,164847452,4.0,5.882297515869141
5763,164872452,4.0,5.875997066497803
5764,164897452,4.0,5.869596481323242
5765,164922452,4.0,5.863195896148682
5766,164947452,4.0,5.8557000160217285
5767,164972452,4.0,5.849399566650391
5768,164997452,4.0,5.84299898147583
5769,165022452,4.0,5.8365983963012695
5770,165047452,4.0,5.830198287963867
5771,165072452,4.0,5.823797702789307
5772,165097452,4.0,5.817397117614746
5773,165122452,4.0,5.811096668243408
5774,165147452,4.0,5.804696083068848
5775,165172452,4.0,5.798295974731445
5776,165197452,4.0,5.790799617767334
5777,165222452,4.0,5.784499168395996
5778,165247452,4.0,5.778099060058594
5779,165272452,4.0,5.771698474884033
5780,165297452,4.0,5.765297889709473
5781,165322452,4.0,5.758897304534912
5782,165347452,4.0,5.75249719619751
5783,165372452,4.0,5.746196746826172
5784,165397452,4.0,5.739796161651611
5785,165422452,4.0,5.733395576477051
5786,165447452,4.0,5.725899696350098
5787,165472452,4.0,5.71959924697876
5788,165497452,4.0,5.713198661804199
5789,165522452,4.0,5.706798076629639
5790,165547452,4.0,5.700397968292236
5791,165572452,4.0,5.693997383117676
5792,165597452,4.0,5.687596797943115
5793,165622452,4.0,5.681296348571777
5794,165772452,1.0,5.641898155212402
5795,165797452,1.0,5.635497570037842
5796,165822452,1.0,5.629096984863281
5797,165847452,1.0,5.622696876525879
5798,165872452,1.0,5.616396427154541
5799,165897452,1.0,5.6099958419799805
5800,165922452,1.0,5.602499961853027
5801,165947452,1.0,5.596099376678467
5802,165972452,1.0,5.589798927307129
5803,165997452,1.0,5.583398342132568
5804,166022452,1.0,5.576997756958008
5805,166047452,1.0,5.5705976486206055
5806,166072452,1.0,5.564197063446045
5807,166097452,1.0,5.557796478271484
5808,166122452,1.0,5.551395893096924
5809,166147452,1.0,5.545095443725586
5810,166172452,1.0,5.537599563598633
5811,166197452,1.0,5.531198978424072
5812,166222452,1.0,5.52479887008667
5813,166247452,1.0,5.518498420715332
5814,166272452,1.0,5.5120978355407715
5815,166297452,1.0,5.505697250366211
5816,166322452,1.0,5.49929666519165
5817,166347452,1.0,5.492896556854248
5818,166372452,1.0,5.4864959716796875
5819,166397452,1.0,5.479099750518799
5820,166422452,1.0,5.4726996421813965
5821,166447452,1.0,5.466299057006836
5822,166472452,1.0,5.459898471832275
5823,166497452,1.0,5.4535980224609375
5824,166522452,1.0,5.447197437286377
5825,166547452,1.0,5.440797328948975
5826,166572452,1.0,5.434396743774414
5827,166597452,1.0,5.4279961585998535
5828,166622452,1.0,5.421595573425293
5829,166772452,0.0,5.382297515869141
5830,166797452,0.0,5.37589693069458
5831,166822452,0.0,5.3694963455200195
5832,166847452,0.0,5.363096237182617
5833,166872452,0.0,5.356695652008057
5834,166897452,0.0,5.349299430847168
5835,166922452,0.0,5.342899322509766
5836,166947452,0.0,5.336498737335205
5837,166972452,0.0,5.3300981521606445
5838,166997452,0.0,5.323797702789307
5839,167022452,0.0,5.317397117614746
5840,167047452,0.0,5.310997009277344
5841,167072452,0.0,5.304596424102783
5842,167097452,0.0,5.298195838928223
5843,167122452,0.0,5.290800094604492
5844,167147452,0.0,5.284399509429932
5845,167172452,0.0,5.277998924255371
5846,167197452,0.0,5.2715983390808105
5847,167222452,0.0,5.265198230743408
5848,167247452,0.0,5.258797645568848
5849,167272452,0.0,5.25249719619751
5850,167297452,0.0,5.246096611022949
5851,167322452,0.0,5.239696025848389
5852,167347452,0.0,5.233295917510986
5853,167372452,0.0,5.225899696350098
5854,167397452,0.0,5.219499111175537
5855,167422452,0.0,5.213099002838135
5856,167447452,0.0,5.206698417663574
5857,167472452,0.0,5.200297832489014
5858,167497452,0.0,5.193897247314453
5859,167522452,0.0,5.187596797943115
5860,167547452,0.0,5.181196689605713
5861,167572452,0.0,5.174796104431152
5862,167597452,0.0,5.168395519256592
5863,167622452,0.0,5.160999774932861
5864,167772452,3.0,5.122696876525879
5865,167797452,3.0,5.116296291351318
5866,167822452,3.0,5.109895706176758
5867,167847452,3.0,5.102399826049805
5868,167872452,3.0,5.096099376678467
5869,167897452,3.0,5.089698791503906
5870,167922452,3.0,5.083298683166504
5871,167947452,3.0,5.076898097991943
5872,167972452,3.0,5.070497512817383
5873,167997452,3.0,5.064096927642822
5874,168022452,3.0,5.057796478271484
5875,168047452,3.0,5.051396369934082
5876,168072452,3.0,5.0449957847595215
5877,168097452,3.0,5.037499904632568
5878,168122452,3.0,5.0311994552612305
5879,168147452,3.0,5.02479887008667
5880,168172452,3.0,5.018398284912109
5881,168197452,3.0,5.011997699737549
5882,168222452,3.0,5.0055975914001465
5883,168247452,3.0,4.999197006225586
5884,168272452,3.0,4.992896556854248
5885,168297452,3.0,4.9864959716796875
5886,168322452,3.0,4.980095386505127
5887,168347452,3.0,4.972599506378174
5888,168372452,3.0,4.966299057006836
5889,168397452,3.0,4.959898471832275
5890,168422452,3.0,4.953498363494873
5891,168447452,3.0,4.9470977783203125
5892,168472452,3.0,4.940697193145752
5893,168497452,3.0,4.934296607971191
5894,168522452,3.0,4.927896499633789
5895,168547452,3.0,4.921596050262451
5896,168572452,3.0,4.914100170135498
5897,168597452,3.0,4.9076995849609375
5898,168622452,3.0,4.901298999786377
5899,168772452,2.0,4.8629961013793945
5900,168797452,2.0,4.856695652008057
5901,168822452,2.0,4.8491997718811035
5902,168847452,2.0,4.842799186706543
5903,168872452,2.0,4.836399078369141
5904,168897452,2.0,4.8300981521606445
5905,168922452,2.0,4.823698043823242
5906,168947452,2.0,4.817297458648682
5907,168972452,2.0,4.810896873474121
5908,168997452,2.0,4.8044962882995605
5909,169022452,2.0,4.798096179962158
5910,169047452,2.0,4.79179573059082
5911,169072452,2.0,4.784299850463867
5912,169097452,2.0,4.777899265289307
5913,169122452,2.0,4.771498680114746
5914,169147452,2.0,4.765198230743408
5915,169172452,2.0,4.758797645568848
5916,169197452,2.0,4.752397060394287
5917,169222452,2.0,4.745996952056885
5918,169247452,2.0,4.739596366882324
5919,169272452,2.0,4.733195781707764
5920,169297452,2.0,4.725800037384033
5921,169322452,2.0,4.719399452209473
5922,169347452,2.0,4.712998867034912
5923,169372452,2.0,4.70659875869751
5924,169397452,2.0,4.700297832489014
5925,169422452,2.0,4.693897724151611
5926,169447452,2.0,4.687497138977051
